"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_003359435.2_ASM335943v2","GCF_004295305.1_ASM429530v1","GCF_002951295.1_ASM295129v1","GCF_003143895.1_ASM314389v1","GCF_000814165.3_ASM81416v3","GCF_002082665.1_ASM208266v1","GCA_003359375.2_ASM335937v2","GCA_003359395.2_ASM335939v2","GCA_003359355.2_ASM335935v2","GCA_003359505.2_ASM335950v2"
"GCA_003359355.2_ASM335935v2_CDS_0675","persistent","","10","10","1.0","NA","NA","","","","242","431","412.1","GCA_003359435.2_ASM335943v2_CDS_0538","GCF_004295305.1_ASM429530v1_CDS_0394","GCF_002951295.1_ASM295129v1_CDS_0022","GCF_003143895.1_ASM314389v1_CDS_0352","GCF_000814165.3_ASM81416v3_CDS_0384","GCF_002082665.1_ASM208266v1_CDS_0482","GCA_003359375.2_ASM335937v2_CDS_0625","GCA_003359395.2_ASM335939v2_CDS_0639","GCA_003359355.2_ASM335935v2_CDS_0675","GCA_003359505.2_ASM335950v2_CDS_0524"
"GCA_003359355.2_ASM335935v2_CDS_0707","cloud","","3","3","1.0","NA","NA","","","","128","128","128.0","GCA_003359435.2_ASM335943v2_CDS_0558","","","","","","GCA_003359375.2_ASM335937v2_CDS_0652","","GCA_003359355.2_ASM335935v2_CDS_0707",""
"GCA_003359355.2_ASM335935v2_CDS_1127","persistent","","10","10","1.0","NA","NA","","","","551","893","835.1","GCA_003359435.2_ASM335943v2_CDS_0875","GCF_004295305.1_ASM429530v1_CDS_0675","GCF_002951295.1_ASM295129v1_CDS_0292","GCF_003143895.1_ASM314389v1_CDS_0669","GCF_000814165.3_ASM81416v3_CDS_0647","GCF_002082665.1_ASM208266v1_CDS_0801","GCA_003359375.2_ASM335937v2_CDS_1041","GCA_003359395.2_ASM335939v2_CDS_1059","GCA_003359355.2_ASM335935v2_CDS_1127","GCA_003359505.2_ASM335950v2_CDS_0956"
"GCA_003359355.2_ASM335935v2_CDS_1608","persistent","","9","10","1.11","NA","NA","","","","137","593","463.1","GCA_003359435.2_ASM335943v2_CDS_1283","","GCF_002951295.1_ASM295129v1_CDS_0537","GCF_003143895.1_ASM314389v1_CDS_0931","GCF_000814165.3_ASM81416v3_CDS_0949","GCF_002082665.1_ASM208266v1_CDS_1128","GCA_003359375.2_ASM335937v2_CDS_1444","GCA_003359395.2_ASM335939v2_CDS_1497" "GCA_003359395.2_ASM335939v2_CDS_1498","GCA_003359355.2_ASM335935v2_CDS_1608","GCA_003359505.2_ASM335950v2_CDS_1353"
"GCA_003359355.2_ASM335935v2_CDS_1736","persistent","","10","12","1.2","NA","NA","","","","263","632","523.75","GCA_003359435.2_ASM335943v2_CDS_1388","GCF_004295305.1_ASM429530v1_CDS_0993","GCF_002951295.1_ASM295129v1_CDS_0617","GCF_003143895.1_ASM314389v1_CDS_1012","GCF_000814165.3_ASM81416v3_CDS_1030","GCF_002082665.1_ASM208266v1_CDS_1208","GCA_003359375.2_ASM335937v2_CDS_1559","GCA_003359395.2_ASM335939v2_CDS_1624" "GCA_003359395.2_ASM335939v2_CDS_1623","GCA_003359355.2_ASM335935v2_CDS_1736","GCA_003359505.2_ASM335950v2_CDS_1463" "GCA_003359505.2_ASM335950v2_CDS_1464"
"GCA_003359355.2_ASM335935v2_CDS_1896","cloud","","2","2","1.0","NA","NA","","","","164","380","272.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_6091","GCA_003359355.2_ASM335935v2_CDS_1896",""
"GCA_003359355.2_ASM335935v2_CDS_2024","cloud","","5","9","1.8","NA","NA","","","","173","509","427.33","","GCF_004295305.1_ASM429530v1_CDS_2788","","","GCF_000814165.3_ASM81416v3_CDS_1180","GCF_002082665.1_ASM208266v1_CDS_1938","","GCA_003359395.2_ASM335939v2_CDS_1778" "GCA_003359395.2_ASM335939v2_CDS_6163" "GCA_003359395.2_ASM335939v2_CDS_3033" "GCA_003359395.2_ASM335939v2_CDS_3032","GCA_003359355.2_ASM335935v2_CDS_2466" "GCA_003359355.2_ASM335935v2_CDS_2024",""
"GCA_003359355.2_ASM335935v2_CDS_2056","persistent","","10","10","1.0","NA","NA","","","","683","869","850.4","GCA_003359435.2_ASM335943v2_CDS_1587","GCF_004295305.1_ASM429530v1_CDS_1240","GCF_002951295.1_ASM295129v1_CDS_0818","GCF_003143895.1_ASM314389v1_CDS_1226","GCF_000814165.3_ASM81416v3_CDS_1199","GCF_002082665.1_ASM208266v1_CDS_1407","GCA_003359375.2_ASM335937v2_CDS_1867","GCA_003359395.2_ASM335939v2_CDS_1808","GCA_003359355.2_ASM335935v2_CDS_2056","GCA_003359505.2_ASM335950v2_CDS_1821"
"GCA_003359355.2_ASM335935v2_CDS_2472","cloud","","2","2","1.0","NA","NA","","","","440","491","465.5","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_6157","GCA_003359355.2_ASM335935v2_CDS_2472",""
"GCF_003143895.1_ASM314389v1_CDS_3385","persistent","","10","14","1.4","NA","NA","","","","347","1247","884.64","GCA_003359435.2_ASM335943v2_CDS_4210" "GCA_003359435.2_ASM335943v2_CDS_4211","GCF_004295305.1_ASM429530v1_CDS_3285","GCF_002951295.1_ASM295129v1_CDS_3022","GCF_003143895.1_ASM314389v1_CDS_3385","GCF_000814165.3_ASM81416v3_CDS_3176","GCF_002082665.1_ASM208266v1_CDS_3610","GCA_003359375.2_ASM335937v2_CDS_5020","GCA_003359395.2_ASM335939v2_CDS_5172" "GCA_003359395.2_ASM335939v2_CDS_5173","GCA_003359355.2_ASM335935v2_CDS_5534" "GCA_003359355.2_ASM335935v2_CDS_5533","GCA_003359505.2_ASM335950v2_CDS_5134" "GCA_003359505.2_ASM335950v2_CDS_5133"
"GCF_003143895.1_ASM314389v1_CDS_3577","persistent","","10","10","1.0","NA","NA","","","","644","644","644.0","GCA_003359435.2_ASM335943v2_CDS_4461","GCF_004295305.1_ASM429530v1_CDS_3464","GCF_002951295.1_ASM295129v1_CDS_3197","GCF_003143895.1_ASM314389v1_CDS_3577","GCF_000814165.3_ASM81416v3_CDS_3353","GCF_002082665.1_ASM208266v1_CDS_3805","GCA_003359375.2_ASM335937v2_CDS_5360","GCA_003359395.2_ASM335939v2_CDS_5446","GCA_003359355.2_ASM335935v2_CDS_5882","GCA_003359505.2_ASM335950v2_CDS_5437"
"GCF_003143895.1_ASM314389v1_CDS_3641","persistent","","10","15","1.5","NA","NA","","","","245","842","556.8","GCA_003359435.2_ASM335943v2_CDS_4539" "GCA_003359435.2_ASM335943v2_CDS_4538","GCF_004295305.1_ASM429530v1_CDS_3528","GCF_002951295.1_ASM295129v1_CDS_3261","GCF_003143895.1_ASM314389v1_CDS_3641","GCF_000814165.3_ASM81416v3_CDS_3420","GCF_002082665.1_ASM208266v1_CDS_3869","GCA_003359375.2_ASM335937v2_CDS_5452" "GCA_003359375.2_ASM335937v2_CDS_5453","GCA_003359395.2_ASM335939v2_CDS_5542" "GCA_003359395.2_ASM335939v2_CDS_5543","GCA_003359355.2_ASM335935v2_CDS_5979" "GCA_003359355.2_ASM335935v2_CDS_5980","GCA_003359505.2_ASM335950v2_CDS_5523" "GCA_003359505.2_ASM335950v2_CDS_5522"
"GCF_000814165.3_ASM81416v3_CDS_0247","persistent","","10","11","1.1","NA","NA","","","","89","500","387.09","GCA_003359435.2_ASM335943v2_CDS_0373","GCF_004295305.1_ASM429530v1_CDS_0270","GCF_002951295.1_ASM295129v1_CDS_3622","GCF_003143895.1_ASM314389v1_CDS_0227","GCF_000814165.3_ASM81416v3_CDS_0247","GCF_002082665.1_ASM208266v1_CDS_0357","GCA_003359375.2_ASM335937v2_CDS_0424","GCA_003359395.2_ASM335939v2_CDS_0446" "GCA_003359395.2_ASM335939v2_CDS_0445","GCA_003359355.2_ASM335935v2_CDS_0466","GCA_003359505.2_ASM335950v2_CDS_0337"
"GCF_000814165.3_ASM81416v3_CDS_0343","cloud","","2","2","1.0","NA","NA","","","","3674","3677","3675.5","","GCF_004295305.1_ASM429530v1_CDS_0353","","","GCF_000814165.3_ASM81416v3_CDS_0343","","","","",""
"GCF_000814165.3_ASM81416v3_CDS_0407","persistent","","10","12","1.2","NA","NA","","","","140","818","669.25","GCA_003359435.2_ASM335943v2_CDS_0565" "GCA_003359435.2_ASM335943v2_CDS_0566","GCF_004295305.1_ASM429530v1_CDS_0417","GCF_002951295.1_ASM295129v1_CDS_0045","GCF_003143895.1_ASM314389v1_CDS_0377","GCF_000814165.3_ASM81416v3_CDS_0407","GCF_002082665.1_ASM208266v1_CDS_0505","GCA_003359375.2_ASM335937v2_CDS_0660","GCA_003359395.2_ASM335939v2_CDS_0671" "GCA_003359395.2_ASM335939v2_CDS_0672","GCA_003359355.2_ASM335935v2_CDS_0716","GCA_003359505.2_ASM335950v2_CDS_0555"
"GCF_000814165.3_ASM81416v3_CDS_0503","persistent","","10","10","1.0","NA","NA","","","","386","437","419.3","GCA_003359435.2_ASM335943v2_CDS_0681","GCF_004295305.1_ASM429530v1_CDS_0516","GCF_002951295.1_ASM295129v1_CDS_0144","GCF_003143895.1_ASM314389v1_CDS_0476","GCF_000814165.3_ASM81416v3_CDS_0503","GCF_002082665.1_ASM208266v1_CDS_0602","GCA_003359375.2_ASM335937v2_CDS_0803","GCA_003359395.2_ASM335939v2_CDS_0815","GCA_003359355.2_ASM335935v2_CDS_0869","GCA_003359505.2_ASM335950v2_CDS_0679"
"GCF_000814165.3_ASM81416v3_CDS_0535","persistent","","10","17","1.7","NA","NA","","","","425","1871","1058.71","GCA_003359435.2_ASM335943v2_CDS_0720" "GCA_003359435.2_ASM335943v2_CDS_0719" "GCA_003359435.2_ASM335943v2_CDS_0721","GCF_004295305.1_ASM429530v1_CDS_0550","GCF_002951295.1_ASM295129v1_CDS_0176","GCF_003143895.1_ASM314389v1_CDS_0512","GCF_000814165.3_ASM81416v3_CDS_0535","GCF_002082665.1_ASM208266v1_CDS_0638","GCA_003359375.2_ASM335937v2_CDS_0850","GCA_003359395.2_ASM335939v2_CDS_0864" "GCA_003359395.2_ASM335939v2_CDS_0863" "GCA_003359395.2_ASM335939v2_CDS_0862","GCA_003359355.2_ASM335935v2_CDS_0914" "GCA_003359355.2_ASM335935v2_CDS_0915","GCA_003359505.2_ASM335950v2_CDS_0720" "GCA_003359505.2_ASM335950v2_CDS_0719" "GCA_003359505.2_ASM335950v2_CDS_0718"
"GCF_000814165.3_ASM81416v3_CDS_0695","cloud","","1","1","1.0","NA","NA","","","","452","452","452.0","","","","","GCF_000814165.3_ASM81416v3_CDS_0695","","","","",""
"GCF_000814165.3_ASM81416v3_CDS_0823","cloud","","3","3","1.0","NA","NA","","","","920","920","920.0","","","GCF_002951295.1_ASM295129v1_CDS_2292","","GCF_000814165.3_ASM81416v3_CDS_0823","","","","","GCA_003359505.2_ASM335950v2_CDS_4139"
"GCF_000814165.3_ASM81416v3_CDS_1175","cloud","","5","14","2.8","NA","NA","","","","173","656","379.79","","GCF_004295305.1_ASM429530v1_CDS_1216" "GCF_004295305.1_ASM429530v1_CDS_2792","","GCF_003143895.1_ASM314389v1_CDS_2058","GCF_000814165.3_ASM81416v3_CDS_1175","","","GCA_003359395.2_ASM335939v2_CDS_4410" "GCA_003359395.2_ASM335939v2_CDS_6170" "GCA_003359395.2_ASM335939v2_CDS_6171" "GCA_003359395.2_ASM335939v2_CDS_4411","GCA_003359355.2_ASM335935v2_CDS_4748" "GCA_003359355.2_ASM335935v2_CDS_2460" "GCA_003359355.2_ASM335935v2_CDS_2017" "GCA_003359355.2_ASM335935v2_CDS_2016" "GCA_003359355.2_ASM335935v2_CDS_2459" "GCA_003359355.2_ASM335935v2_CDS_4747",""
"GCF_000814165.3_ASM81416v3_CDS_1367","persistent","","10","13","1.3","NA","NA","","","","287","755","587.92","GCA_003359435.2_ASM335943v2_CDS_1791" "GCA_003359435.2_ASM335943v2_CDS_1790","GCF_004295305.1_ASM429530v1_CDS_1421","GCF_002951295.1_ASM295129v1_CDS_0982","GCF_003143895.1_ASM314389v1_CDS_1391","GCF_000814165.3_ASM81416v3_CDS_1367","GCF_002082665.1_ASM208266v1_CDS_2031","GCA_003359375.2_ASM335937v2_CDS_2122","GCA_003359395.2_ASM335939v2_CDS_2068" "GCA_003359395.2_ASM335939v2_CDS_2069","GCA_003359355.2_ASM335935v2_CDS_2321","GCA_003359505.2_ASM335950v2_CDS_2075" "GCA_003359505.2_ASM335950v2_CDS_2074"
"GCF_000814165.3_ASM81416v3_CDS_1431","persistent","","10","12","1.2","NA","NA","","","","1175","1436","1377.0","GCA_003359435.2_ASM335943v2_CDS_2983" "GCA_003359435.2_ASM335943v2_CDS_1887","GCF_004295305.1_ASM429530v1_CDS_1485","GCF_002951295.1_ASM295129v1_CDS_1046","GCF_003143895.1_ASM314389v1_CDS_1455","GCF_000814165.3_ASM81416v3_CDS_1431","GCF_002082665.1_ASM208266v1_CDS_1919","GCA_003359375.2_ASM335937v2_CDS_2243","GCA_003359395.2_ASM335939v2_CDS_2183" "GCA_003359395.2_ASM335939v2_CDS_3477","GCA_003359355.2_ASM335935v2_CDS_2520","GCA_003359505.2_ASM335950v2_CDS_2178"
"GCF_000814165.3_ASM81416v3_CDS_1559","persistent","","10","11","1.1","NA","NA","","","","521","1196","1073.0","GCA_003359435.2_ASM335943v2_CDS_2058" "GCA_003359435.2_ASM335943v2_CDS_2059","GCF_004295305.1_ASM429530v1_CDS_1617","GCF_002951295.1_ASM295129v1_CDS_1238","GCF_003143895.1_ASM314389v1_CDS_1583","GCF_000814165.3_ASM81416v3_CDS_1559","GCF_002082665.1_ASM208266v1_CDS_1784","GCA_003359375.2_ASM335937v2_CDS_2443","GCA_003359395.2_ASM335939v2_CDS_2378","GCA_003359355.2_ASM335935v2_CDS_2715","GCA_003359505.2_ASM335950v2_CDS_2497"
"GCF_000814165.3_ASM81416v3_CDS_1655","persistent","","10","15","1.5","NA","NA","","","","272","833","512.0","GCA_003359435.2_ASM335943v2_CDS_2189" "GCA_003359435.2_ASM335943v2_CDS_2191","GCF_004295305.1_ASM429530v1_CDS_1713","GCF_002951295.1_ASM295129v1_CDS_1333","GCF_003143895.1_ASM314389v1_CDS_1679","GCF_000814165.3_ASM81416v3_CDS_1655","GCF_002082665.1_ASM208266v1_CDS_1687","GCA_003359375.2_ASM335937v2_CDS_2601" "GCA_003359375.2_ASM335937v2_CDS_2603","GCA_003359395.2_ASM335939v2_CDS_2523" "GCA_003359395.2_ASM335939v2_CDS_2521","GCA_003359355.2_ASM335935v2_CDS_2867" "GCA_003359355.2_ASM335935v2_CDS_2868","GCA_003359505.2_ASM335950v2_CDS_2635" "GCA_003359505.2_ASM335950v2_CDS_2634"
"GCF_000814165.3_ASM81416v3_CDS_1687","persistent","","10","17","1.7","NA","NA","","","","149","779","456.59","GCA_003359435.2_ASM335943v2_CDS_2233" "GCA_003359435.2_ASM335943v2_CDS_2232","GCF_004295305.1_ASM429530v1_CDS_1743","GCF_002951295.1_ASM295129v1_CDS_1363","GCF_003143895.1_ASM314389v1_CDS_1709","GCF_000814165.3_ASM81416v3_CDS_1687","GCF_002082665.1_ASM208266v1_CDS_1657","GCA_003359375.2_ASM335937v2_CDS_2646" "GCA_003359375.2_ASM335937v2_CDS_2645" "GCA_003359375.2_ASM335937v2_CDS_2644","GCA_003359395.2_ASM335939v2_CDS_2570" "GCA_003359395.2_ASM335939v2_CDS_2568" "GCA_003359395.2_ASM335939v2_CDS_2569","GCA_003359355.2_ASM335935v2_CDS_2916" "GCA_003359355.2_ASM335935v2_CDS_2914" "GCA_003359355.2_ASM335935v2_CDS_2915","GCA_003359505.2_ASM335950v2_CDS_2683"
"GCF_000814165.3_ASM81416v3_CDS_1879","persistent","","9","9","1.0","NA","NA","","","","389","389","389.0","GCA_003359435.2_ASM335943v2_CDS_2526","GCF_004295305.1_ASM429530v1_CDS_1953","GCF_002951295.1_ASM295129v1_CDS_1593","","GCF_000814165.3_ASM81416v3_CDS_1879","GCF_002082665.1_ASM208266v1_CDS_2145","GCA_003359375.2_ASM335937v2_CDS_2980","GCA_003359395.2_ASM335939v2_CDS_2896","GCA_003359355.2_ASM335935v2_CDS_3245","GCA_003359505.2_ASM335950v2_CDS_3026"
"GCF_000814165.3_ASM81416v3_CDS_1943","persistent","","10","10","1.0","NA","NA","","","","239","416","356.9","GCA_003359435.2_ASM335943v2_CDS_2607","GCF_004295305.1_ASM429530v1_CDS_2018","GCF_002951295.1_ASM295129v1_CDS_1657","GCF_003143895.1_ASM314389v1_CDS_1969","GCF_000814165.3_ASM81416v3_CDS_1943","GCF_002082665.1_ASM208266v1_CDS_2214","GCA_003359375.2_ASM335937v2_CDS_3079","GCA_003359395.2_ASM335939v2_CDS_2995","GCA_003359355.2_ASM335935v2_CDS_3337","GCA_003359505.2_ASM335950v2_CDS_3122"
"GCF_000814165.3_ASM81416v3_CDS_2071","persistent","","10","12","1.2","NA","NA","","","","284","659","551.75","GCA_003359435.2_ASM335943v2_CDS_2772","GCF_004295305.1_ASM429530v1_CDS_2147","GCF_002951295.1_ASM295129v1_CDS_1783","GCF_003143895.1_ASM314389v1_CDS_2131","GCF_000814165.3_ASM81416v3_CDS_2071","GCF_002082665.1_ASM208266v1_CDS_2343","GCA_003359375.2_ASM335937v2_CDS_3273" "GCA_003359375.2_ASM335937v2_CDS_3272","GCA_003359395.2_ASM335939v2_CDS_3262","GCA_003359355.2_ASM335935v2_CDS_3548","GCA_003359505.2_ASM335950v2_CDS_3313" "GCA_003359505.2_ASM335950v2_CDS_3312"
"GCF_000814165.3_ASM81416v3_CDS_2263","persistent","","8","8","1.0","NA","NA","","","","275","287","282.5","","","GCF_002951295.1_ASM295129v1_CDS_1972","GCF_003143895.1_ASM314389v1_CDS_2321","GCF_000814165.3_ASM81416v3_CDS_2263","GCF_002082665.1_ASM208266v1_CDS_2539","GCA_003359375.2_ASM335937v2_CDS_3605","GCA_003359395.2_ASM335939v2_CDS_3524","GCA_003359355.2_ASM335935v2_CDS_3831","GCA_003359505.2_ASM335950v2_CDS_3605"
"GCF_000814165.3_ASM81416v3_CDS_2295","cloud","","1","1","1.0","NA","NA","","","","539","539","539.0","","","","","GCF_000814165.3_ASM81416v3_CDS_2295","","","","",""
"GCF_000814165.3_ASM81416v3_CDS_2327","cloud","","1","1","1.0","NA","NA","","","","497","497","497.0","","","","","GCF_000814165.3_ASM81416v3_CDS_2327","","","","",""
"GCF_000814165.3_ASM81416v3_CDS_2391","cloud","","1","1","1.0","NA","NA","","","","872","872","872.0","","","","","GCF_000814165.3_ASM81416v3_CDS_2391","","","","",""
"GCF_004295305.1_ASM429530v1_CDS_0569","cloud","","1","1","1.0","NA","NA","","","","1229","1229","1229.0","","GCF_004295305.1_ASM429530v1_CDS_0569","","","","","","","",""
"GCF_004295305.1_ASM429530v1_CDS_0697","cloud","","1","1","1.0","NA","NA","","","","605","605","605.0","","GCF_004295305.1_ASM429530v1_CDS_0697","","","","","","","",""
"GCF_004295305.1_ASM429530v1_CDS_0729","persistent","","10","10","1.0","NA","NA","","","","461","461","461.0","GCA_003359435.2_ASM335943v2_CDS_0943","GCF_004295305.1_ASM429530v1_CDS_0729","GCF_002951295.1_ASM295129v1_CDS_0340","GCF_003143895.1_ASM314389v1_CDS_0746","GCF_000814165.3_ASM81416v3_CDS_0716","GCF_002082665.1_ASM208266v1_CDS_0874","GCA_003359375.2_ASM335937v2_CDS_1114","GCA_003359395.2_ASM335939v2_CDS_1141","GCA_003359355.2_ASM335935v2_CDS_1211","GCA_003359505.2_ASM335950v2_CDS_1023"
"GCF_004295305.1_ASM429530v1_CDS_0793","persistent","","8","8","1.0","NA","NA","","","","173","722","470.75","GCA_003359435.2_ASM335943v2_CDS_1031","GCF_004295305.1_ASM429530v1_CDS_0793","","GCF_003143895.1_ASM314389v1_CDS_0807","GCF_000814165.3_ASM81416v3_CDS_0779","GCF_002082665.1_ASM208266v1_CDS_0940","GCA_003359375.2_ASM335937v2_CDS_1222","GCA_003359395.2_ASM335939v2_CDS_1249","GCA_003359355.2_ASM335935v2_CDS_1342",""
"GCF_004295305.1_ASM429530v1_CDS_0825","persistent","","10","13","1.3","NA","NA","","","","257","1007","719.0","GCA_003359435.2_ASM335943v2_CDS_1100","GCF_004295305.1_ASM429530v1_CDS_0825","GCF_002951295.1_ASM295129v1_CDS_0438","GCF_003143895.1_ASM314389v1_CDS_0838","GCF_000814165.3_ASM81416v3_CDS_0810","GCF_002082665.1_ASM208266v1_CDS_1034","GCA_003359375.2_ASM335937v2_CDS_1280" "GCA_003359375.2_ASM335937v2_CDS_1279","GCA_003359395.2_ASM335939v2_CDS_1328" "GCA_003359395.2_ASM335939v2_CDS_1327","GCA_003359355.2_ASM335935v2_CDS_1432" "GCA_003359355.2_ASM335935v2_CDS_1431","GCA_003359505.2_ASM335950v2_CDS_1147"
"GCF_004295305.1_ASM429530v1_CDS_1049","cloud","","1","1","1.0","NA","NA","","","","191","191","191.0","","GCF_004295305.1_ASM429530v1_CDS_1049","","","","","","","",""
"GCF_004295305.1_ASM429530v1_CDS_1081","cloud","","1","1","1.0","NA","NA","","","","683","683","683.0","","GCF_004295305.1_ASM429530v1_CDS_1081","","","","","","","",""
"GCF_004295305.1_ASM429530v1_CDS_1113","persistent","","10","13","1.3","NA","NA","","","","98","752","500.92","GCA_003359435.2_ASM335943v2_CDS_1548","GCF_004295305.1_ASM429530v1_CDS_1113","GCF_002951295.1_ASM295129v1_CDS_0777","GCF_003143895.1_ASM314389v1_CDS_1186","GCF_000814165.3_ASM81416v3_CDS_1130","GCF_002082665.1_ASM208266v1_CDS_1367","GCA_003359375.2_ASM335937v2_CDS_1746" "GCA_003359375.2_ASM335937v2_CDS_1745","GCA_003359395.2_ASM335939v2_CDS_6063" "GCA_003359395.2_ASM335939v2_CDS_6062","GCA_003359355.2_ASM335935v2_CDS_1924" "GCA_003359355.2_ASM335935v2_CDS_1925","GCA_003359505.2_ASM335950v2_CDS_1767"
"GCF_004295305.1_ASM429530v1_CDS_1145","cloud","","1","1","1.0","NA","NA","","","","341","341","341.0","","GCF_004295305.1_ASM429530v1_CDS_1145","","","","","","","",""
"GCF_004295305.1_ASM429530v1_CDS_1241","persistent","","10","14","1.4","NA","NA","","","","296","779","543.93","GCA_003359435.2_ASM335943v2_CDS_1588" "GCA_003359435.2_ASM335943v2_CDS_1589","GCF_004295305.1_ASM429530v1_CDS_1241","GCF_002951295.1_ASM295129v1_CDS_0819","GCF_003143895.1_ASM314389v1_CDS_1227","GCF_000814165.3_ASM81416v3_CDS_1200","GCF_002082665.1_ASM208266v1_CDS_1408","GCA_003359375.2_ASM335937v2_CDS_1868" "GCA_003359375.2_ASM335937v2_CDS_1869","GCA_003359395.2_ASM335939v2_CDS_1809","GCA_003359355.2_ASM335935v2_CDS_2057" "GCA_003359355.2_ASM335935v2_CDS_2058","GCA_003359505.2_ASM335950v2_CDS_1823" "GCA_003359505.2_ASM335950v2_CDS_1822"
"GCF_004295305.1_ASM429530v1_CDS_1305","cloud","","1","1","1.0","NA","NA","","","","482","482","482.0","","GCF_004295305.1_ASM429530v1_CDS_1305","","","","","","","",""
"GCF_004295305.1_ASM429530v1_CDS_1369","persistent","","10","11","1.1","NA","NA","","","","206","791","717.64","GCA_003359435.2_ASM335943v2_CDS_1740","GCF_004295305.1_ASM429530v1_CDS_1369","GCF_002951295.1_ASM295129v1_CDS_0939","GCF_003143895.1_ASM314389v1_CDS_1348","GCF_000814165.3_ASM81416v3_CDS_1313","GCF_002082665.1_ASM208266v1_CDS_2077","GCA_003359375.2_ASM335937v2_CDS_2058","GCA_003359395.2_ASM335939v2_CDS_1998","GCA_003359355.2_ASM335935v2_CDS_2256","GCA_003359505.2_ASM335950v2_CDS_2007" "GCA_003359505.2_ASM335950v2_CDS_2008"
"GCF_004295305.1_ASM429530v1_CDS_1785","cloud","","1","1","1.0","NA","NA","","","","1220","1220","1220.0","","GCF_004295305.1_ASM429530v1_CDS_1785","","","","","","","",""
"GCF_004295305.1_ASM429530v1_CDS_1849","persistent","","10","10","1.0","NA","NA","","","","158","290","262.7","GCA_003359435.2_ASM335943v2_CDS_2356","GCF_004295305.1_ASM429530v1_CDS_1849","GCF_002951295.1_ASM295129v1_CDS_1485","GCF_003143895.1_ASM314389v1_CDS_1808","GCF_000814165.3_ASM81416v3_CDS_1773","GCF_002082665.1_ASM208266v1_CDS_1564","GCA_003359375.2_ASM335937v2_CDS_2802","GCA_003359395.2_ASM335939v2_CDS_2729","GCA_003359355.2_ASM335935v2_CDS_3065","GCA_003359505.2_ASM335950v2_CDS_2857"
"GCF_004295305.1_ASM429530v1_CDS_2041","persistent","","10","14","1.4","NA","NA","","","","236","1142","807.71","GCA_003359435.2_ASM335943v2_CDS_2633" "GCA_003359435.2_ASM335943v2_CDS_2634","GCF_004295305.1_ASM429530v1_CDS_2041","GCF_002951295.1_ASM295129v1_CDS_1680","GCF_003143895.1_ASM314389v1_CDS_1992","GCF_000814165.3_ASM81416v3_CDS_1966","GCF_002082665.1_ASM208266v1_CDS_2237","GCA_003359375.2_ASM335937v2_CDS_3121","GCA_003359395.2_ASM335939v2_CDS_3098" "GCA_003359395.2_ASM335939v2_CDS_3097","GCA_003359355.2_ASM335935v2_CDS_3384" "GCA_003359355.2_ASM335935v2_CDS_3383","GCA_003359505.2_ASM335950v2_CDS_3158" "GCA_003359505.2_ASM335950v2_CDS_3159"
"GCF_004295305.1_ASM429530v1_CDS_2137","persistent","","10","12","1.2","NA","NA","","","","104","677","488.5","GCA_003359435.2_ASM335943v2_CDS_2757" "GCA_003359435.2_ASM335943v2_CDS_2758","GCF_004295305.1_ASM429530v1_CDS_2137","GCF_002951295.1_ASM295129v1_CDS_1773","GCF_003143895.1_ASM314389v1_CDS_2121","GCF_000814165.3_ASM81416v3_CDS_2061","GCF_002082665.1_ASM208266v1_CDS_2333","GCA_003359375.2_ASM335937v2_CDS_3255","GCA_003359395.2_ASM335939v2_CDS_3246" "GCA_003359395.2_ASM335939v2_CDS_3245","GCA_003359355.2_ASM335935v2_CDS_3528","GCA_003359505.2_ASM335950v2_CDS_3297"
"GCF_004295305.1_ASM429530v1_CDS_2169","persistent","","10","11","1.1","NA","NA","","","","221","1022","848.0","GCA_003359435.2_ASM335943v2_CDS_2804","GCF_004295305.1_ASM429530v1_CDS_2169","GCF_002951295.1_ASM295129v1_CDS_1805","GCF_003143895.1_ASM314389v1_CDS_2153","GCF_000814165.3_ASM81416v3_CDS_2093","GCF_002082665.1_ASM208266v1_CDS_2365","GCA_003359375.2_ASM335937v2_CDS_3309" "GCA_003359375.2_ASM335937v2_CDS_3308","GCA_003359395.2_ASM335939v2_CDS_3296","GCA_003359355.2_ASM335935v2_CDS_3587","GCA_003359505.2_ASM335950v2_CDS_3351"
"GCF_004295305.1_ASM429530v1_CDS_2265","persistent","","10","10","1.0","NA","NA","","","","362","434","426.8","GCA_003359435.2_ASM335943v2_CDS_2930","GCF_004295305.1_ASM429530v1_CDS_2265","GCF_002951295.1_ASM295129v1_CDS_1900","GCF_003143895.1_ASM314389v1_CDS_2252","GCF_000814165.3_ASM81416v3_CDS_2192","GCF_002082665.1_ASM208266v1_CDS_2467","GCA_003359375.2_ASM335937v2_CDS_3472","GCA_003359395.2_ASM335939v2_CDS_3411","GCA_003359355.2_ASM335935v2_CDS_3725","GCA_003359505.2_ASM335950v2_CDS_3493"
