"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_000191145.1_ASM19114v1","GCA_003359215.2_ASM335921v2","GCA_003359295.2_ASM335929v2","GCF_001617545.1_ASM161754v1","GCF_001577285.1_ASM157728v1","GCA_003359275.2_ASM335927v2","GCA_003354845.1_ASM335484v1","GCA_003359315.2_ASM335931v2","GCA_003359305.2_ASM335930v2","GCA_003359225.2_ASM335922v2"
"GCF_001577285.1_ASM157728v1_CDS_2902","persistent","","8","9","1.12","NA","NA","","","","146","977","862.0","GCF_000191145.1_ASM19114v1_CDS_1269","GCA_003359215.2_ASM335921v2_CDS_2392","GCA_003359295.2_ASM335929v2_CDS_2197" "GCA_003359295.2_ASM335929v2_CDS_2196","GCF_001617545.1_ASM161754v1_CDS_2336","GCF_001577285.1_ASM157728v1_CDS_2902","GCA_003359275.2_ASM335927v2_CDS_2494","GCA_003354845.1_ASM335484v1_CDS_2578","","GCA_003359305.2_ASM335930v2_CDS_2895",""
"GCF_001577285.1_ASM157728v1_CDS_3126","persistent","","10","21","2.1","NA","NA","","","","143","2780","1263.57","GCF_000191145.1_ASM19114v1_CDS_1486","GCA_003359215.2_ASM335921v2_CDS_2088" "GCA_003359215.2_ASM335921v2_CDS_2089","GCA_003359295.2_ASM335929v2_CDS_1899" "GCA_003359295.2_ASM335929v2_CDS_1900","GCF_001617545.1_ASM161754v1_CDS_2560","GCF_001577285.1_ASM157728v1_CDS_3126","GCA_003359275.2_ASM335927v2_CDS_2156" "GCA_003359275.2_ASM335927v2_CDS_2155","GCA_003354845.1_ASM335484v1_CDS_2216","GCA_003359315.2_ASM335931v2_CDS_2229" "GCA_003359315.2_ASM335931v2_CDS_2230" "GCA_003359315.2_ASM335931v2_CDS_2228","GCA_003359305.2_ASM335930v2_CDS_2528" "GCA_003359305.2_ASM335930v2_CDS_2526" "GCA_003359305.2_ASM335930v2_CDS_2525" "GCA_003359305.2_ASM335930v2_CDS_2527" "GCA_003359305.2_ASM335930v2_CDS_2529","GCA_003359225.2_ASM335922v2_CDS_2311" "GCA_003359225.2_ASM335922v2_CDS_2313" "GCA_003359225.2_ASM335922v2_CDS_2312"
"GCF_001577285.1_ASM157728v1_CDS_3190","cloud","","1","1","1.0","NA","NA","","","","95","95","95.0","","","","","GCF_001577285.1_ASM157728v1_CDS_3190","","","","",""
"GCF_001577285.1_ASM157728v1_CDS_3350","persistent","","10","16","1.6","NA","NA","","","","212","815","503.19","GCF_000191145.1_ASM19114v1_CDS_1703","GCA_003359215.2_ASM335921v2_CDS_1760" "GCA_003359215.2_ASM335921v2_CDS_1759","GCA_003359295.2_ASM335929v2_CDS_1635" "GCA_003359295.2_ASM335929v2_CDS_1634","GCF_001617545.1_ASM161754v1_CDS_2828","GCF_001577285.1_ASM157728v1_CDS_3350","GCA_003359275.2_ASM335927v2_CDS_1852","GCA_003354845.1_ASM335484v1_CDS_1898" "GCA_003354845.1_ASM335484v1_CDS_1897","GCA_003359315.2_ASM335931v2_CDS_1916" "GCA_003359315.2_ASM335931v2_CDS_1915","GCA_003359305.2_ASM335930v2_CDS_2070","GCA_003359225.2_ASM335922v2_CDS_1964" "GCA_003359225.2_ASM335922v2_CDS_1965" "GCA_003359225.2_ASM335922v2_CDS_1966"
"GCF_001577285.1_ASM157728v1_CDS_3574","cloud","","1","1","1.0","NA","NA","","","","926","926","926.0","","","","","GCF_001577285.1_ASM157728v1_CDS_3574","","","","",""
"GCF_001577285.1_ASM157728v1_CDS_3734","cloud","","1","1","1.0","NA","NA","","","","761","761","761.0","","","","","GCF_001577285.1_ASM157728v1_CDS_3734","","","","",""
"GCF_001577285.1_ASM157728v1_CDS_3798","cloud","","1","1","1.0","NA","NA","","","","1406","1406","1406.0","","","","","GCF_001577285.1_ASM157728v1_CDS_3798","","","","",""
"GCF_001577285.1_ASM157728v1_CDS_3862","cloud","","1","1","1.0","NA","NA","","","","197","197","197.0","","","","","GCF_001577285.1_ASM157728v1_CDS_3862","","","","",""
"GCF_001577285.1_ASM157728v1_CDS_3894","cloud","","1","1","1.0","NA","NA","","","","587","587","587.0","","","","","GCF_001577285.1_ASM157728v1_CDS_3894","","","","",""
"GCA_003359275.2_ASM335927v2_CDS_0311","cloud","","1","1","1.0","NA","NA","","","","584","584","584.0","","","","","","GCA_003359275.2_ASM335927v2_CDS_0311","","","",""
"GCA_003359275.2_ASM335927v2_CDS_0407","persistent","","10","11","1.1","NA","NA","","","","128","641","572.0","GCF_000191145.1_ASM19114v1_CDS_2648","GCA_003359215.2_ASM335921v2_CDS_0440","GCA_003359295.2_ASM335929v2_CDS_0414","GCF_001617545.1_ASM161754v1_CDS_0285","GCF_001577285.1_ASM157728v1_CDS_0630","GCA_003359275.2_ASM335927v2_CDS_0407","GCA_003354845.1_ASM335484v1_CDS_0499","GCA_003359315.2_ASM335931v2_CDS_0469","GCA_003359305.2_ASM335930v2_CDS_0461" "GCA_003359305.2_ASM335930v2_CDS_0462","GCA_003359225.2_ASM335922v2_CDS_0528"
"GCA_003359275.2_ASM335927v2_CDS_0439","persistent","","8","11","1.38","NA","NA","","","","200","1001","696.36","GCF_000191145.1_ASM19114v1_CDS_2623","","GCA_003359295.2_ASM335929v2_CDS_0448","","GCF_001577285.1_ASM157728v1_CDS_0605","GCA_003359275.2_ASM335927v2_CDS_0439","GCA_003354845.1_ASM335484v1_CDS_0529" "GCA_003354845.1_ASM335484v1_CDS_0530","GCA_003359315.2_ASM335931v2_CDS_0504" "GCA_003359315.2_ASM335931v2_CDS_0505","GCA_003359305.2_ASM335930v2_CDS_0503" "GCA_003359305.2_ASM335930v2_CDS_0502","GCA_003359225.2_ASM335922v2_CDS_0566"
"GCA_003359275.2_ASM335927v2_CDS_1049","cloud","","2","2","1.0","NA","NA","","","","152","152","152.0","","","GCA_003359295.2_ASM335929v2_CDS_0980","","","GCA_003359275.2_ASM335927v2_CDS_1049","","","",""
"GCA_003359275.2_ASM335927v2_CDS_1177","persistent","","6","6","1.0","NA","NA","","","","653","716","685.0","","GCA_003359215.2_ASM335921v2_CDS_1220","","","","GCA_003359275.2_ASM335927v2_CDS_1177","GCA_003354845.1_ASM335484v1_CDS_1273","GCA_003359315.2_ASM335931v2_CDS_1302","GCA_003359305.2_ASM335930v2_CDS_1423","GCA_003359225.2_ASM335922v2_CDS_1361"
"GCA_003359275.2_ASM335927v2_CDS_1497","cloud","","3","3","1.0","NA","NA","","","","275","410","340.0","","","","","","GCA_003359275.2_ASM335927v2_CDS_1497","","GCA_003359315.2_ASM335931v2_CDS_1620","","GCA_003359225.2_ASM335922v2_CDS_1714"
"GCA_003359275.2_ASM335927v2_CDS_1529","cloud","","1","1","1.0","NA","NA","","","","302","302","302.0","","","","","","GCA_003359275.2_ASM335927v2_CDS_1529","","","",""
"GCA_003359275.2_ASM335927v2_CDS_1561","cloud","","1","1","1.0","NA","NA","","","","194","194","194.0","","","","","","GCA_003359275.2_ASM335927v2_CDS_1561","","","",""
"GCA_003359275.2_ASM335927v2_CDS_1657","cloud","","1","1","1.0","NA","NA","","","","290","290","290.0","","","","","","GCA_003359275.2_ASM335927v2_CDS_1657","","","",""
"GCA_003359275.2_ASM335927v2_CDS_2105","cloud","","2","2","1.0","NA","NA","","","","113","113","113.0","","GCA_003359215.2_ASM335921v2_CDS_2038","","","","GCA_003359275.2_ASM335927v2_CDS_2105","","","",""
"GCF_000191145.1_ASM19114v1_CDS_1681","cloud","","3","3","1.0","NA","NA","","","","1202","1202","1202.0","GCF_000191145.1_ASM19114v1_CDS_1681","","","GCF_001617545.1_ASM161754v1_CDS_2818","GCF_001577285.1_ASM157728v1_CDS_3330","","","","",""
"GCF_000191145.1_ASM19114v1_CDS_2257","persistent","","10","14","1.4","NA","NA","","","","251","1118","590.64","GCF_000191145.1_ASM19114v1_CDS_2257","GCA_003359215.2_ASM335921v2_CDS_0933","GCA_003359295.2_ASM335929v2_CDS_0837","GCF_001617545.1_ASM161754v1_CDS_3507","GCF_001577285.1_ASM157728v1_CDS_0290","GCA_003359275.2_ASM335927v2_CDS_0896" "GCA_003359275.2_ASM335927v2_CDS_0897","GCA_003354845.1_ASM335484v1_CDS_0973" "GCA_003354845.1_ASM335484v1_CDS_0974","GCA_003359315.2_ASM335931v2_CDS_0953" "GCA_003359315.2_ASM335931v2_CDS_0954","GCA_003359305.2_ASM335930v2_CDS_1074" "GCA_003359305.2_ASM335930v2_CDS_1073","GCA_003359225.2_ASM335922v2_CDS_1002"
"GCF_000191145.1_ASM19114v1_CDS_2353","cloud","","5","7","1.4","NA","NA","","","","281","755","513.29","GCF_000191145.1_ASM19114v1_CDS_2353","GCA_003359215.2_ASM335921v2_CDS_0795","","GCF_001617545.1_ASM161754v1_CDS_3593","","","GCA_003354845.1_ASM335484v1_CDS_0822" "GCA_003354845.1_ASM335484v1_CDS_0821","","GCA_003359305.2_ASM335930v2_CDS_0916" "GCA_003359305.2_ASM335930v2_CDS_0917",""
"GCF_000191145.1_ASM19114v1_CDS_2481","persistent","","10","11","1.1","NA","NA","","","","404","884","756.09","GCF_000191145.1_ASM19114v1_CDS_2481","GCA_003359215.2_ASM335921v2_CDS_0676","GCA_003359295.2_ASM335929v2_CDS_0620","GCF_001617545.1_ASM161754v1_CDS_0450","GCF_001577285.1_ASM157728v1_CDS_0467","GCA_003359275.2_ASM335927v2_CDS_0639","GCA_003354845.1_ASM335484v1_CDS_0714","GCA_003359315.2_ASM335931v2_CDS_0697","GCA_003359305.2_ASM335930v2_CDS_0715","GCA_003359225.2_ASM335922v2_CDS_0752" "GCA_003359225.2_ASM335922v2_CDS_0751"
"GCF_000191145.1_ASM19114v1_CDS_2577","cloud","","2","3","1.5","NA","NA","","","","389","896","598.0","GCF_000191145.1_ASM19114v1_CDS_2577","GCA_003359215.2_ASM335921v2_CDS_0546" "GCA_003359215.2_ASM335921v2_CDS_0545","","","","","","","",""
"GCF_000191145.1_ASM19114v1_CDS_2929","persistent","","10","15","1.5","NA","NA","","","","155","566","362.2","GCF_000191145.1_ASM19114v1_CDS_2929","GCA_003359215.2_ASM335921v2_CDS_5172" "GCA_003359215.2_ASM335921v2_CDS_5171","GCA_003359295.2_ASM335929v2_CDS_4612","GCF_001617545.1_ASM161754v1_CDS_0470","GCF_001577285.1_ASM157728v1_CDS_0996","GCA_003359275.2_ASM335927v2_CDS_5212" "GCA_003359275.2_ASM335927v2_CDS_5213","GCA_003354845.1_ASM335484v1_CDS_5519" "GCA_003354845.1_ASM335484v1_CDS_5520","GCA_003359315.2_ASM335931v2_CDS_5156" "GCA_003359315.2_ASM335931v2_CDS_5157","GCA_003359305.2_ASM335930v2_CDS_6202","GCA_003359225.2_ASM335922v2_CDS_5373" "GCA_003359225.2_ASM335922v2_CDS_5372"
"GCF_000191145.1_ASM19114v1_CDS_2961","cloud","","1","1","1.0","NA","NA","","","","1088","1088","1088.0","GCF_000191145.1_ASM19114v1_CDS_2961","","","","","","","","",""
"GCF_000191145.1_ASM19114v1_CDS_3409","cloud","","5","5","1.0","NA","NA","","","","455","926","748.4","GCF_000191145.1_ASM19114v1_CDS_3409","GCA_003359215.2_ASM335921v2_CDS_4420","","GCF_001617545.1_ASM161754v1_CDS_0947","GCF_001577285.1_ASM157728v1_CDS_1511","","","","GCA_003359305.2_ASM335930v2_CDS_5439",""
"GCA_003359215.2_ASM335921v2_CDS_0118","cloud","","1","1","1.0","NA","NA","","","","209","209","209.0","","GCA_003359215.2_ASM335921v2_CDS_0118","","","","","","","",""
"GCA_003359215.2_ASM335921v2_CDS_0182","persistent","","6","6","1.0","NA","NA","","","","224","263","237.0","","GCA_003359215.2_ASM335921v2_CDS_0182","","","","GCA_003359275.2_ASM335927v2_CDS_0189","GCA_003354845.1_ASM335484v1_CDS_0205","GCA_003359315.2_ASM335931v2_CDS_0199","GCA_003359305.2_ASM335930v2_CDS_0214","GCA_003359225.2_ASM335922v2_CDS_0198"
"GCA_003359215.2_ASM335921v2_CDS_0856","cloud","","1","1","1.0","NA","NA","","","","254","254","254.0","","GCA_003359215.2_ASM335921v2_CDS_0856","","","","","","","",""
"GCA_003354845.1_ASM335484v1_CDS_3914","cloud","","1","2","2.0","NA","NA","","","","140","425","282.5","","","","","","","GCA_003354845.1_ASM335484v1_CDS_3914" "GCA_003354845.1_ASM335484v1_CDS_3983","","",""
"GCA_003354845.1_ASM335484v1_CDS_3946","persistent","","7","10","1.43","NA","NA","","","","203","1835","973.7","GCF_000191145.1_ASM19114v1_CDS_1723","","","GCF_001617545.1_ASM161754v1_CDS_2848","","GCA_003359275.2_ASM335927v2_CDS_1810","GCA_003354845.1_ASM335484v1_CDS_1862" "GCA_003354845.1_ASM335484v1_CDS_1861" "GCA_003354845.1_ASM335484v1_CDS_3946","GCA_003359315.2_ASM335931v2_CDS_1881","GCA_003359305.2_ASM335930v2_CDS_2032","GCA_003359225.2_ASM335922v2_CDS_1917" "GCA_003359225.2_ASM335922v2_CDS_1916"
"GCA_003354845.1_ASM335484v1_CDS_3978","cloud","","1","1","1.0","NA","NA","","","","287","287","287.0","","","","","","","GCA_003354845.1_ASM335484v1_CDS_3978","","",""
"GCA_003354845.1_ASM335484v1_CDS_4010","cloud","","1","1","1.0","NA","NA","","","","332","332","332.0","","","","","","","GCA_003354845.1_ASM335484v1_CDS_4010","","",""
"GCA_003354845.1_ASM335484v1_CDS_4042","cloud","","1","1","1.0","NA","NA","","","","248","248","248.0","","","","","","","GCA_003354845.1_ASM335484v1_CDS_4042","","",""
"GCA_003354845.1_ASM335484v1_CDS_4619","cloud","","1","1","1.0","NA","NA","","","","257","257","257.0","","","","","","","GCA_003354845.1_ASM335484v1_CDS_4619","","",""
"GCA_003354845.1_ASM335484v1_CDS_5259","cloud","","1","1","1.0","NA","NA","","","","134","134","134.0","","","","","","","GCA_003354845.1_ASM335484v1_CDS_5259","","",""
"GCA_003359315.2_ASM335931v2_CDS_0617","persistent","","6","6","1.0","NA","NA","","","","221","950","786.0","","GCA_003359215.2_ASM335921v2_CDS_0592","GCA_003359295.2_ASM335929v2_CDS_0541","","","GCA_003359275.2_ASM335927v2_CDS_0553","","GCA_003359315.2_ASM335931v2_CDS_0617","GCA_003359305.2_ASM335930v2_CDS_0622","GCA_003359225.2_ASM335922v2_CDS_0671"
"GCF_000191145.1_ASM19114v1_CDS_2418","cloud","","4","4","1.0","NA","NA","","","","392","398","393.5","GCF_000191145.1_ASM19114v1_CDS_2418","","","GCF_001617545.1_ASM161754v1_CDS_3692","GCF_001577285.1_ASM157728v1_CDS_0953","GCA_003359275.2_ASM335927v2_CDS_5268","","","",""
"GCF_000191145.1_ASM19114v1_CDS_2802","persistent","","5","5","1.0","NA","NA","","","","704","1826","1590.2","GCF_000191145.1_ASM19114v1_CDS_2802","GCA_003359215.2_ASM335921v2_CDS_0186","","GCF_001617545.1_ASM161754v1_CDS_0129","GCF_001577285.1_ASM157728v1_CDS_0812","","","","GCA_003359305.2_ASM335930v2_CDS_0219",""
"GCF_000191145.1_ASM19114v1_CDS_2930","persistent","","10","11","1.1","NA","NA","","","","173","734","543.09","GCF_000191145.1_ASM19114v1_CDS_2930","GCA_003359215.2_ASM335921v2_CDS_5170","GCA_003359295.2_ASM335929v2_CDS_4611","GCF_001617545.1_ASM161754v1_CDS_0471","GCF_001577285.1_ASM157728v1_CDS_0997","GCA_003359275.2_ASM335927v2_CDS_5211","GCA_003354845.1_ASM335484v1_CDS_5518","GCA_003359315.2_ASM335931v2_CDS_5155","GCA_003359305.2_ASM335930v2_CDS_6200" "GCA_003359305.2_ASM335930v2_CDS_6201","GCA_003359225.2_ASM335922v2_CDS_5371"
"GCF_000191145.1_ASM19114v1_CDS_2962","cloud","","1","1","1.0","NA","NA","","","","488","488","488.0","GCF_000191145.1_ASM19114v1_CDS_2962","","","","","","","","",""
"GCF_000191145.1_ASM19114v1_CDS_2994","cloud","","1","1","1.0","NA","NA","","","","203","203","203.0","GCF_000191145.1_ASM19114v1_CDS_2994","","","","","","","","",""
"GCF_000191145.1_ASM19114v1_CDS_3090","persistent","","10","21","2.1","NA","NA","","","","257","2378","1069.43","GCF_000191145.1_ASM19114v1_CDS_3090","GCA_003359215.2_ASM335921v2_CDS_4927" "GCA_003359215.2_ASM335921v2_CDS_4929" "GCA_003359215.2_ASM335921v2_CDS_4926" "GCA_003359215.2_ASM335921v2_CDS_4928","GCA_003359295.2_ASM335929v2_CDS_4401" "GCA_003359295.2_ASM335929v2_CDS_4400" "GCA_003359295.2_ASM335929v2_CDS_4399","GCF_001617545.1_ASM161754v1_CDS_0637","GCF_001577285.1_ASM157728v1_CDS_1161","GCA_003359275.2_ASM335927v2_CDS_4978","GCA_003354845.1_ASM335484v1_CDS_5289" "GCA_003354845.1_ASM335484v1_CDS_5286" "GCA_003354845.1_ASM335484v1_CDS_5288" "GCA_003354845.1_ASM335484v1_CDS_5290","GCA_003359315.2_ASM335931v2_CDS_4936" "GCA_003359315.2_ASM335931v2_CDS_4937" "GCA_003359315.2_ASM335931v2_CDS_4935","GCA_003359305.2_ASM335930v2_CDS_5935" "GCA_003359305.2_ASM335930v2_CDS_5934","GCA_003359225.2_ASM335922v2_CDS_5148"
"GCF_000191145.1_ASM19114v1_CDS_3250","persistent","","9","12","1.33","NA","NA","","","","194","3698","1469.5","GCF_000191145.1_ASM19114v1_CDS_3250","GCA_003359215.2_ASM335921v2_CDS_4704","","GCF_001617545.1_ASM161754v1_CDS_0790","GCF_001577285.1_ASM157728v1_CDS_1352","GCA_003359275.2_ASM335927v2_CDS_4763","GCA_003354845.1_ASM335484v1_CDS_5042","GCA_003359315.2_ASM335931v2_CDS_4716","GCA_003359305.2_ASM335930v2_CDS_5688" "GCA_003359305.2_ASM335930v2_CDS_5689","GCA_003359225.2_ASM335922v2_CDS_4919" "GCA_003359225.2_ASM335922v2_CDS_4918" "GCA_003359225.2_ASM335922v2_CDS_4917"
"GCA_003359215.2_ASM335921v2_CDS_0857","cloud","","1","1","1.0","NA","NA","","","","635","635","635.0","","GCA_003359215.2_ASM335921v2_CDS_0857","","","","","","","",""
"GCA_003359215.2_ASM335921v2_CDS_1177","cloud","","1","1","1.0","NA","NA","","","","248","248","248.0","","GCA_003359215.2_ASM335921v2_CDS_1177","","","","","","","",""
"GCA_003359215.2_ASM335921v2_CDS_1241","persistent","","10","14","1.4","NA","NA","","","","263","983","616.14","GCF_000191145.1_ASM19114v1_CDS_2040","GCA_003359215.2_ASM335921v2_CDS_1241","GCA_003359295.2_ASM335929v2_CDS_1122","GCF_001617545.1_ASM161754v1_CDS_3294","GCF_001577285.1_ASM157728v1_CDS_0018","GCA_003359275.2_ASM335927v2_CDS_1201" "GCA_003359275.2_ASM335927v2_CDS_1200","GCA_003354845.1_ASM335484v1_CDS_1297" "GCA_003354845.1_ASM335484v1_CDS_1296","GCA_003359315.2_ASM335931v2_CDS_1329" "GCA_003359315.2_ASM335931v2_CDS_1330","GCA_003359305.2_ASM335930v2_CDS_1450","GCA_003359225.2_ASM335922v2_CDS_1387" "GCA_003359225.2_ASM335922v2_CDS_1388"
"GCA_003359215.2_ASM335921v2_CDS_1401","cloud","","2","2","1.0","NA","NA","","","","656","2066","1361.0","","GCA_003359215.2_ASM335921v2_CDS_1401","","","","","GCA_003354845.1_ASM335484v1_CDS_1444","","",""
"GCA_003359315.2_ASM335931v2_CDS_1901","cloud","","2","2","1.0","NA","NA","","","","239","239","239.0","","","","","","","","GCA_003359315.2_ASM335931v2_CDS_1901","","GCA_003359225.2_ASM335922v2_CDS_1946"
"GCA_003359315.2_ASM335931v2_CDS_2317","cloud","","1","1","1.0","NA","NA","","","","284","284","284.0","","","","","","","","GCA_003359315.2_ASM335931v2_CDS_2317","",""
"GCA_003359315.2_ASM335931v2_CDS_2445","persistent","","5","5","1.0","NA","NA","","","","395","395","395.0","","GCA_003359215.2_ASM335921v2_CDS_2302","GCA_003359295.2_ASM335929v2_CDS_2090","","","GCA_003359275.2_ASM335927v2_CDS_2373","GCA_003354845.1_ASM335484v1_CDS_2429","GCA_003359315.2_ASM335931v2_CDS_2445","",""
"GCA_003359315.2_ASM335931v2_CDS_2765","cloud","","5","5","1.0","NA","NA","","","","212","299","276.8","GCF_000191145.1_ASM19114v1_CDS_1022","GCA_003359215.2_ASM335921v2_CDS_2621","GCA_003359295.2_ASM335929v2_CDS_2412","","","","","GCA_003359315.2_ASM335931v2_CDS_2765","GCA_003359305.2_ASM335930v2_CDS_3284",""
"GCA_003359315.2_ASM335931v2_CDS_3245","cloud","","1","1","1.0","NA","NA","","","","329","329","329.0","","","","","","","","GCA_003359315.2_ASM335931v2_CDS_3245","",""
"GCA_003359315.2_ASM335931v2_CDS_3277","persistent","","9","9","1.0","NA","NA","","","","632","755","714.0","GCF_000191145.1_ASM19114v1_CDS_0679","GCA_003359215.2_ASM335921v2_CDS_3091","","GCF_001617545.1_ASM161754v1_CDS_1802","GCF_001577285.1_ASM157728v1_CDS_2379","GCA_003359275.2_ASM335927v2_CDS_3224","GCA_003354845.1_ASM335484v1_CDS_3443","GCA_003359315.2_ASM335931v2_CDS_3277","GCA_003359305.2_ASM335930v2_CDS_3854","GCA_003359225.2_ASM335922v2_CDS_3372"
"GCA_003359315.2_ASM335931v2_CDS_3533","cloud","","3","3","1.0","NA","NA","","","","248","416","360.0","","","GCA_003359295.2_ASM335929v2_CDS_3052","","","","","GCA_003359315.2_ASM335931v2_CDS_3533","","GCA_003359225.2_ASM335922v2_CDS_3674"
"GCA_003359315.2_ASM335931v2_CDS_3693","cloud","","1","1","1.0","NA","NA","","","","275","275","275.0","","","","","","","","GCA_003359315.2_ASM335931v2_CDS_3693","",""
"GCA_003359315.2_ASM335931v2_CDS_4527","persistent","","10","12","1.2","NA","NA","","","","170","842","682.75","GCF_000191145.1_ASM19114v1_CDS_3386","GCA_003359215.2_ASM335921v2_CDS_4451","GCA_003359295.2_ASM335929v2_CDS_4006" "GCA_003359295.2_ASM335929v2_CDS_4005","GCF_001617545.1_ASM161754v1_CDS_0925","GCF_001577285.1_ASM157728v1_CDS_1489","GCA_003359275.2_ASM335927v2_CDS_4582","GCA_003354845.1_ASM335484v1_CDS_4849","GCA_003359315.2_ASM335931v2_CDS_4527","GCA_003359305.2_ASM335930v2_CDS_5479" "GCA_003359305.2_ASM335930v2_CDS_5480","GCA_003359225.2_ASM335922v2_CDS_4717"
"GCA_003359315.2_ASM335931v2_CDS_4591","persistent","","10","10","1.0","NA","NA","","","","779","890","843.2","GCF_000191145.1_ASM19114v1_CDS_3346","GCA_003359215.2_ASM335921v2_CDS_4565","GCA_003359295.2_ASM335929v2_CDS_4056","GCF_001617545.1_ASM161754v1_CDS_0885","GCF_001577285.1_ASM157728v1_CDS_1449","GCA_003359275.2_ASM335927v2_CDS_4641","GCA_003354845.1_ASM335484v1_CDS_4906","GCA_003359315.2_ASM335931v2_CDS_4591","GCA_003359305.2_ASM335930v2_CDS_5534","GCA_003359225.2_ASM335922v2_CDS_4774"
"GCA_003359295.2_ASM335929v2_CDS_0350","cloud","","1","1","1.0","NA","NA","","","","167","167","167.0","","","GCA_003359295.2_ASM335929v2_CDS_0350","","","","","","",""
"GCA_003359295.2_ASM335929v2_CDS_0446","persistent","","8","8","1.0","NA","NA","","","","416","479","460.62","GCF_000191145.1_ASM19114v1_CDS_2625","","GCA_003359295.2_ASM335929v2_CDS_0446","","GCF_001577285.1_ASM157728v1_CDS_0607","GCA_003359275.2_ASM335927v2_CDS_0437","GCA_003354845.1_ASM335484v1_CDS_0527","GCA_003359315.2_ASM335931v2_CDS_0502","GCA_003359305.2_ASM335930v2_CDS_0500","GCA_003359225.2_ASM335922v2_CDS_0564"
"GCA_003359295.2_ASM335929v2_CDS_0606","persistent","","10","10","1.0","NA","NA","","","","401","593","572.3","GCF_000191145.1_ASM19114v1_CDS_2492","GCA_003359215.2_ASM335921v2_CDS_0665","GCA_003359295.2_ASM335929v2_CDS_0606","GCF_001617545.1_ASM161754v1_CDS_0440","GCF_001577285.1_ASM157728v1_CDS_0478","GCA_003359275.2_ASM335927v2_CDS_0625","GCA_003354845.1_ASM335484v1_CDS_0701","GCA_003359315.2_ASM335931v2_CDS_0685","GCA_003359305.2_ASM335930v2_CDS_0699","GCA_003359225.2_ASM335922v2_CDS_0740"
"GCA_003359295.2_ASM335929v2_CDS_1312","cloud","","1","1","1.0","NA","NA","","","","560","560","560.0","","","GCA_003359295.2_ASM335929v2_CDS_1312","","","","","","",""
"GCA_003359295.2_ASM335929v2_CDS_2049","cloud","","1","1","1.0","NA","NA","","","","626","626","626.0","","","GCA_003359295.2_ASM335929v2_CDS_2049","","","","","","",""
"GCA_003359295.2_ASM335929v2_CDS_2177","cloud","","1","1","1.0","NA","NA","","","","890","890","890.0","","","GCA_003359295.2_ASM335929v2_CDS_2177","","","","","","",""
"GCA_003359295.2_ASM335929v2_CDS_2241","persistent","","10","20","2.0","NA","NA","","","","161","1328","641.15","GCF_000191145.1_ASM19114v1_CDS_1227","GCA_003359215.2_ASM335921v2_CDS_2433" "GCA_003359215.2_ASM335921v2_CDS_2435" "GCA_003359215.2_ASM335921v2_CDS_2434","GCA_003359295.2_ASM335929v2_CDS_2241","GCF_001617545.1_ASM161754v1_CDS_2302","GCF_001577285.1_ASM157728v1_CDS_2857","GCA_003359275.2_ASM335927v2_CDS_2541" "GCA_003359275.2_ASM335927v2_CDS_2540","GCA_003354845.1_ASM335484v1_CDS_2637" "GCA_003354845.1_ASM335484v1_CDS_2636","GCA_003359315.2_ASM335931v2_CDS_2596" "GCA_003359315.2_ASM335931v2_CDS_2597" "GCA_003359315.2_ASM335931v2_CDS_2598","GCA_003359305.2_ASM335930v2_CDS_2954" "GCA_003359305.2_ASM335930v2_CDS_2953" "GCA_003359305.2_ASM335930v2_CDS_2952","GCA_003359225.2_ASM335922v2_CDS_2690" "GCA_003359225.2_ASM335922v2_CDS_2689" "GCA_003359225.2_ASM335922v2_CDS_2691"
"GCA_003359295.2_ASM335929v2_CDS_3233","persistent","","10","12","1.2","NA","NA","","","","224","1280","816.0","GCF_000191145.1_ASM19114v1_CDS_0339","GCA_003359215.2_ASM335921v2_CDS_3703","GCA_003359295.2_ASM335929v2_CDS_3233","GCF_001617545.1_ASM161754v1_CDS_1452","GCF_001577285.1_ASM157728v1_CDS_2083","GCA_003359275.2_ASM335927v2_CDS_3746" "GCA_003359275.2_ASM335927v2_CDS_3745","GCA_003354845.1_ASM335484v1_CDS_4090","GCA_003359315.2_ASM335931v2_CDS_3730","GCA_003359305.2_ASM335930v2_CDS_4498" "GCA_003359305.2_ASM335930v2_CDS_4497","GCA_003359225.2_ASM335922v2_CDS_3878"
"GCA_003359225.2_ASM335922v2_CDS_3205","persistent","","9","9","1.0","NA","NA","","","","206","302","254.67","GCF_000191145.1_ASM19114v1_CDS_0801","GCA_003359215.2_ASM335921v2_CDS_2934","","GCF_001617545.1_ASM161754v1_CDS_1915","GCF_001577285.1_ASM157728v1_CDS_2486","GCA_003359275.2_ASM335927v2_CDS_3046","GCA_003354845.1_ASM335484v1_CDS_3270","GCA_003359315.2_ASM335931v2_CDS_3096","GCA_003359305.2_ASM335930v2_CDS_3638","GCA_003359225.2_ASM335922v2_CDS_3205"
